backend,circuit,circuit_name,column_end,column_start,error,explanation,lenght_op,likelihood,parallel_op,row,suggestion,type
Custom Backend,qc,qc,,,{'CustomGate': 0.03512},,3,0.22278132729707625,14,,,LC
